batter_id, bowler_id, batter_team_id, bowler_team_id, runs_scored_in_inning, balls_played_in_inning, fours_in_inning, sixes_in_inning, out
1017,593,82,61,22,15,3,1,0
822,592,82,61,4,10,0,0,2
1017,592,82,61,43,39,4,1,2
474,592,82,61,34,30,1,1,0
474,589,82,61,40,35,3,1,2
822,589,82,61,7,7,1,0,1
63,592,82,61,61,65,3,3,1
474,874,82,61,17,15,2,0,1
63,874,82,61,5,2,1,0,0
63,589,82,61,52,39,0,5,2
63,1800,82,61,9,4,0,1,0
474,1800,82,61,2,2,0,0,0
63,593,82,61,53,33,5,3,1
474,593,82,61,25,15,2,1,1
63,1436,82,61,14,15,1,0,0
474,1436,82,61,6,11,0,0,1
474,586,82,61,34,36,0,2,2
63,586,82,61,35,17,1,4,2
1139,586,82,61,7,10,1,0,0
1139,874,82,61,3,3,0,0,1
419,874,82,61,1,1,0,0,0
419,586,82,61,21,40,1,0,1
419,589,82,61,19,19,1,0,0
872,76,61,82,23,25,3,0,2
1800,76,61,82,15,21,3,0,1
872,1901,61,82,9,9,1,0,0
1800,1901,61,82,11,4,1,1,0
872,70,61,82,32,24,1,1,0
1800,70,61,82,14,10,3,0,0
872,1210,61,82,15,20,0,0,0
1800,1210,61,82,4,7,0,0,1
1800,428,61,82,8,8,0,0,0
872,428,61,82,22,15,2,0,1
872,63,61,82,15,15,1,0,0
1800,63,61,82,17,8,0,2,0
586,428,61,82,13,16,1,0,0
586,1139,61,82,15,13,0,1,1
1800,1139,61,82,13,11,0,1,1
1216,428,61,82,10,7,1,0,0
1800,1017,61,82,7,4,0,1,0
1216,1017,61,82,7,9,0,0,1
1216,63,61,82,2,4,0,0,1
1216,1139,61,82,0,1,0,0,1
587,1139,61,82,4,5,0,0,0
587,63,61,82,10,14,0,0,3
1436,1139,61,82,1,1,0,0,0
1436,76,61,82,20,16,1,1,1
587,76,61,82,13,11,2,0,1
1436,1210,61,82,12,9,1,0,1
587,1210,61,82,19,14,2,0,1
1437,76,61,82,13,6,1,1,0
474,1437,82,61,2,8,0,0,0
70,589,82,61,4,7,0,0,0
70,1437,82,61,4,5,0,0,0
70,1436,82,61,4,7,0,0,0
63,1216,82,61,14,16,1,0,0
70,1216,82,61,2,4,0,0,0
70,592,82,61,14,10,2,0,0
63,1437,82,61,2,3,0,0,1
1139,1437,82,61,3,5,0,0,0
819,586,82,61,9,9,1,0,0
819,1437,82,61,8,9,0,0,0
1139,592,82,61,8,4,0,1,0
819,592,82,61,9,13,0,0,1
819,589,82,61,15,9,0,1,0
1139,589,82,61,2,4,0,0,1
819,1436,82,61,7,13,0,0,2
1139,1436,82,61,7,5,0,0,0
1139,593,82,61,3,2,0,0,0
419,593,82,61,19,18,0,1,1
419,1436,82,61,7,6,0,0,0
1210,589,82,61,26,13,3,1,1
428,589,82,61,1,2,0,0,0
872,1139,61,82,13,11,2,0,0
586,1210,61,82,22,18,2,0,1
586,70,61,82,3,3,0,0,0
586,419,61,82,28,21,4,0,0
872,419,61,82,0,2,0,0,0
586,76,61,82,18,20,2,0,2
1436,70,61,82,3,6,0,0,0
1436,63,61,82,7,10,1,0,1
1216,76,61,82,13,14,2,0,0
1216,70,61,82,8,6,1,0,0
1216,1815,61,82,6,7,0,0,0
586,1815,61,82,16,16,1,0,0
1216,1210,61,82,20,12,3,0,2
586,1017,61,82,14,12,0,1,0
587,1017,61,82,5,6,0,0,0
587,428,61,82,5,2,1,0,0
586,63,61,82,33,29,2,1,0
587,1815,61,82,2,2,0,0,0
1437,70,61,82,1,1,0,0,0
1437,63,61,82,3,5,0,0,1
589,76,61,82,12,11,1,0,1
874,63,61,82,1,3,0,0,1
589,63,61,82,39,44,2,0,0
592,76,61,82,8,11,1,0,0
1428,1436,82,61,11,7,1,0,0
1428,1437,82,61,15,20,2,0,0
1428,592,82,61,11,17,0,0,2
1017,589,82,61,36,24,2,2,2
1428,589,82,61,9,8,1,0,0
1017,1216,82,61,8,9,0,0,1
1428,1216,82,61,18,7,2,1,1
1017,586,82,61,14,8,3,0,1
1017,874,82,61,10,9,1,0,0
822,1216,82,61,4,1,1,0,0
474,873,82,61,5,8,1,0,0
1017,873,82,61,21,12,1,1,0
822,873,82,61,3,3,0,0,0
63,873,82,61,11,8,2,0,1
819,873,82,61,9,7,1,0,0
62,592,82,61,3,4,0,0,1
62,589,82,61,11,8,0,1,0
62,1437,82,61,2,4,0,0,0
1210,1436,82,61,8,7,1,0,0
62,1436,82,61,11,7,2,0,1
872,1902,61,82,1,2,0,0,0
1438,1902,61,82,15,8,3,0,0
1438,76,61,82,27,20,4,1,0
1438,1017,61,82,4,8,0,0,0
1438,1815,61,82,18,15,3,0,1
1438,1210,61,82,9,6,0,1,0
1438,63,61,82,35,26,2,2,1
586,1902,61,82,16,8,2,0,0
1438,70,61,82,4,4,0,0,0
872,1815,61,82,4,3,1,0,0
872,1017,61,82,5,7,0,0,0
1436,1428,61,82,5,6,1,0,0
589,1017,61,82,21,30,1,0,2
1437,1017,61,82,2,3,0,0,0
874,1017,61,82,0,1,0,0,1
592,1017,61,82,1,1,0,0,0
1437,1210,61,82,4,4,0,0,0
592,1210,61,82,2,3,0,0,0
62,873,82,61,1,2,0,0,0
70,586,82,61,1,3,0,0,1
1210,586,82,61,8,16,0,0,0
1210,592,82,61,3,7,0,0,0
1210,1437,82,61,2,2,0,0,0
1815,589,82,61,1,4,0,0,0
1815,586,82,61,3,5,0,0,1
428,586,82,61,1,1,0,0,0
428,1437,82,61,0,1,0,0,1
1903,1292,92,35,23,18,4,0,0
1281,1292,92,35,14,20,2,0,2
1281,1162,92,35,28,14,2,3,1
1903,1156,92,35,4,7,0,0,0
1281,1156,92,35,16,5,1,2,0
1903,1558,92,35,2,8,0,0,1
1281,1558,92,35,17,8,1,2,0
1903,1155,92,35,5,8,1,0,0
1281,1155,92,35,20,6,2,2,1
1282,1558,92,35,39,17,2,4,0
1281,1158,92,35,42,18,4,4,2
1904,1158,92,35,9,6,2,0,2
1282,1155,92,35,101,60,5,10,0
1282,1158,92,35,49,25,3,4,1
1904,1469,92,35,6,4,1,0,0
1282,1469,92,35,33,19,2,3,1
1904,1162,92,35,4,3,1,0,1
1905,1162,92,35,2,6,0,0,0
1282,1162,92,35,35,17,4,2,1
1905,1469,92,35,5,7,1,0,3
1296,1469,92,35,9,7,2,0,1
1282,1156,92,35,1,1,0,0,0
1296,1156,92,35,6,5,0,1,0
1296,1155,92,35,16,6,2,1,1
1284,1155,92,35,6,7,1,0,0
1284,1558,92,35,0,1,0,0,1
1287,1558,92,35,1,3,0,0,0
1287,1292,92,35,6,7,1,0,0
1282,1292,92,35,41,21,7,1,1
1287,1155,92,35,8,5,1,0,0
1292,1287,35,92,41,30,6,0,1
1154,1287,35,92,24,44,1,1,0
1292,1904,35,92,36,39,4,0,0
1154,1904,35,92,43,37,6,1,1
1889,1287,35,92,20,12,4,0,1
1889,1284,35,92,31,19,2,3,1
1157,1284,35,92,27,16,2,2,0
1154,1284,35,92,39,26,5,2,0
1157,1905,35,92,37,15,0,5,0
1154,1905,35,92,38,21,4,3,1
1154,1280,35,92,4,4,0,0,0
1157,1280,35,92,43,12,1,6,0
1155,1905,35,92,18,9,4,0,0
1155,1280,35,92,1,3,0,0,0
1155,1904,35,92,18,12,2,1,1
1157,1290,35,92,3,6,0,0,1
1155,1290,35,92,25,12,1,3,0
1155,1906,35,92,22,11,3,1,0
1157,1906,35,92,36,9,3,4,0
1155,1284,35,92,33,28,0,4,3
1155,1287,35,92,28,12,2,2,0
1157,1287,35,92,19,11,2,1,1
1469,1284,35,92,14,3,2,1,0
1907,1158,92,35,22,25,3,0,0
1907,1558,92,35,13,11,2,0,0
1907,1162,92,35,4,8,0,0,1
1907,1469,92,35,41,31,8,0,0
1282,1153,92,35,16,7,2,1,0
1907,1153,92,35,9,4,2,0,1
1903,1153,92,35,12,11,0,1,0
1903,1469,92,35,6,9,1,0,0
1903,1467,92,35,8,9,0,1,1
1282,1467,92,35,2,5,0,0,1
1284,1467,92,35,2,5,0,0,0
1905,1467,92,35,1,1,0,0,0
1284,1469,92,35,1,1,0,0,0
1287,1469,92,35,2,6,0,0,0
1287,1467,92,35,17,6,4,0,0
1284,1153,92,35,0,1,0,0,1
1280,1153,92,35,1,2,0,0,0
1287,1153,92,35,8,3,2,0,0
1280,1469,92,35,1,1,0,0,0
1908,1287,35,92,10,7,2,0,1
1908,1904,35,92,2,2,0,0,0
1889,1904,35,92,0,9,0,0,1
1154,1290,35,92,6,4,0,1,3
1467,1290,35,92,15,17,3,0,0
1467,1296,35,92,32,12,4,2,0
1155,1296,35,92,7,5,0,1,1
1467,1287,35,92,1,3,0,0,0
1467,1284,35,92,15,14,0,2,0
1907,1292,92,35,35,32,4,1,1
1903,1158,92,35,2,2,0,0,0
1907,1156,92,35,14,6,3,0,0
1907,1467,92,35,24,10,2,2,0
1903,1890,92,35,2,2,0,0,0
1907,1890,92,35,20,10,4,0,0
1907,1293,92,35,6,5,1,0,1
1903,1293,92,35,1,3,0,0,0
1904,1293,92,35,24,6,1,3,1
1904,1292,92,35,19,11,1,2,0
1904,1153,92,35,1,2,0,0,0
1292,1284,35,92,20,20,1,0,0
1292,1290,35,92,12,10,1,0,0
1889,1290,35,92,32,14,2,3,0
1889,1906,35,92,13,4,3,0,0
1292,1906,35,92,1,2,0,0,0
1292,1905,35,92,2,5,0,0,0
1889,1905,35,92,31,12,2,3,1
1889,1907,35,92,35,10,3,3,0
1292,1907,35,92,6,4,1,0,0
1282,1890,92,35,17,12,2,1,0
1907,1155,92,35,24,12,1,3,1
1905,1158,92,35,1,1,0,0,0
1287,1158,92,35,2,1,0,0,0
1157,1907,35,92,32,11,3,3,0
1157,1904,35,92,7,8,1,0,1
1292,1281,35,92,7,8,1,0,0
1157,1281,35,92,2,2,0,0,0
1155,1281,35,92,3,9,0,0,1
1469,1281,35,92,4,1,1,0,0
1910,1202,66,28,2,3,0,0,1
80,1202,66,28,18,12,1,1,0
1911,1202,66,28,11,9,1,0,0
80,989,66,28,13,13,1,0,1
1911,989,66,28,6,3,1,0,0
1911,467,66,28,4,6,1,0,2
265,467,66,28,7,8,1,0,1
80,374,66,28,16,11,3,0,0
265,374,66,28,17,14,2,1,0
80,533,66,28,17,14,0,1,1
265,533,66,28,4,7,0,0,1
265,989,66,28,12,17,2,0,2
82,989,66,28,3,5,0,0,1
82,533,66,28,17,12,1,1,1
358,533,66,28,19,22,1,0,1
82,1202,66,28,3,6,0,0,0
85,1202,66,28,3,6,0,0,1
85,533,66,28,8,10,0,0,0
366,989,66,28,13,12,1,0,1
85,989,66,28,2,4,0,0,0
1151,989,66,28,4,1,1,0,0
85,467,66,28,7,6,1,0,0
1151,467,66,28,1,2,0,0,0
85,374,66,28,14,5,0,2,1
1151,374,66,28,2,1,0,0,0
755,102,28,66,4,10,0,0,3
1144,102,28,66,13,4,1,1,0
1144,366,28,66,12,17,2,0,1
1788,366,28,66,7,7,1,0,1
755,87,28,66,21,14,4,0,0
1788,80,28,66,0,2,0,0,1
755,80,28,66,9,9,1,0,0
755,1150,28,66,10,7,2,0,1
755,366,28,66,14,8,0,1,0
187,83,28,66,12,15,1,0,1
144,83,28,66,4,7,0,0,0
144,102,28,66,41,11,1,5,0
144,1150,28,66,8,4,0,1,0
989,1150,28,66,1,3,0,0,1
989,87,28,66,2,2,0,0,0
374,1150,28,66,11,4,0,1,0
82,467,66,28,8,12,1,0,0
80,467,66,28,33,17,2,3,0
82,374,66,28,10,5,1,1,1
358,374,66,28,11,8,0,1,0
358,989,66,28,25,13,3,1,1
358,372,66,28,3,3,0,0,0
358,1202,66,28,24,22,2,1,0
83,1202,66,28,1,2,0,0,0
83,989,66,28,3,4,0,0,1
83,467,66,28,12,8,2,0,0
83,374,66,28,8,2,0,1,0
265,1144,66,28,10,8,1,0,0
1911,1144,66,28,4,4,0,0,0
1911,374,66,28,4,3,1,0,1
265,1207,66,28,3,3,0,0,0
358,1207,66,28,3,3,0,0,0
358,467,66,28,3,3,0,0,0
83,533,66,28,1,1,0,0,0
755,1151,28,66,7,5,0,1,1
1144,1151,28,66,13,9,1,1,1
1788,1151,28,66,5,6,1,0,0
374,366,28,66,2,3,0,0,0
374,80,28,66,0,1,0,0,1
1144,80,28,66,1,2,0,0,0
1144,83,28,66,17,8,0,2,0
1144,87,28,66,9,4,0,1,0
1144,1150,28,66,7,3,0,1,0
187,1151,28,66,17,4,1,2,0
144,358,28,66,0,2,0,0,1
1202,358,28,66,2,2,0,0,0
187,358,28,66,7,2,0,1,0
1202,82,28,66,1,1,0,0,0
1144,447,28,14,15,10,2,1,1
170,447,28,14,19,15,1,1,1
170,897,28,14,35,27,4,2,1
755,897,28,14,10,17,1,0,2
1144,897,28,14,14,8,3,0,0
1144,8,28,14,1,4,0,0,1
755,8,28,14,6,8,1,0,0
1144,1791,28,14,7,5,0,1,0
755,1791,28,14,14,6,2,1,0
1144,9,28,14,4,6,0,0,0
755,9,28,14,15,11,1,1,1
1912,897,28,14,1,1,0,0,0
1912,195,28,14,4,4,0,0,0
1144,195,28,14,4,8,0,0,0
1912,9,28,14,7,10,0,0,0
1912,8,28,14,1,2,0,0,0
1912,447,28,14,6,5,0,0,0
144,447,28,14,7,8,0,0,0
144,9,28,14,34,25,2,2,1
1912,1791,28,14,0,1,0,0,1
270,1791,28,14,12,9,0,1,0
270,8,28,14,6,2,0,1,1
374,8,28,14,5,7,0,0,0
144,8,28,14,2,5,0,0,1
374,897,28,14,21,13,2,1,0
144,897,28,14,9,7,1,0,1
1806,897,28,14,0,4,0,0,0
1806,447,28,14,8,7,0,1,1
374,447,28,14,5,3,1,0,1
1913,8,28,14,1,2,0,0,0
192,1144,14,28,28,15,5,0,0
1791,1144,14,28,1,2,0,0,0
192,304,14,28,4,2,1,0,1
1791,304,14,28,2,2,0,0,0
1791,1806,14,28,1,7,0,0,2
1,1806,14,28,11,14,0,0,1
1791,270,14,28,11,3,1,1,0
195,1806,14,28,18,17,1,1,0
1,1913,14,28,15,16,2,0,0
195,1913,14,28,0,2,0,0,1
771,1913,14,28,10,7,0,1,0
771,270,14,28,30,15,3,2,1
709,270,14,28,20,16,1,0,0
709,1913,14,28,5,6,0,0,0
709,374,14,28,12,9,2,0,0
1,374,14,28,6,5,0,0,0
709,1806,14,28,11,15,1,0,1
8,1806,14,28,4,6,0,0,0
8,374,14,28,1,3,0,0,1
447,374,14,28,2,2,0,0,0
192,1806,14,28,36,24,7,0,1
1,1144,14,28,0,1,0,0,0
192,467,14,28,11,4,1,1,0
192,374,14,28,7,6,1,0,1
192,1913,14,28,12,4,1,1,0
562,467,14,28,0,3,0,0,0
195,374,14,28,0,3,0,0,0
562,374,14,28,2,3,0,0,0
562,1202,14,28,11,6,2,0,0
195,1202,14,28,19,10,0,2,0
771,1202,14,28,4,9,0,0,0
562,1913,14,28,1,1,0,0,0
771,374,14,28,10,5,2,0,0
771,467,14,28,20,5,2,2,1
562,1806,14,28,3,3,0,0,1
755,447,28,14,0,1,0,0,0
170,8,28,14,10,13,0,1,0
170,1791,28,14,10,8,2,0,1
170,9,28,14,9,11,0,0,1
270,9,28,14,10,7,1,0,0
144,1791,28,14,3,3,0,0,0
1202,447,28,14,0,1,0,0,0
1202,1791,28,14,2,4,0,0,0
1202,897,28,14,11,9,2,0,1
1202,9,28,14,10,5,1,1,0
1202,8,28,14,7,4,1,0,1
1806,8,28,14,10,4,2,0,0
1913,447,28,14,2,2,0,0,0
121,1791,64,14,22,10,5,0,0
118,1086,64,14,24,12,4,1,0
121,1086,64,14,3,3,0,0,0
118,1318,64,14,10,8,1,0,0
121,1318,64,14,8,7,1,0,1
118,1791,64,14,14,9,3,0,0
152,1318,64,14,1,3,0,0,0
152,1086,64,14,3,3,0,0,0
152,197,64,14,7,6,1,0,1
1205,197,64,14,17,10,3,0,1
153,199,64,14,1,1,0,0,0
1205,199,64,14,5,3,1,0,0
153,197,64,14,31,16,2,2,0
153,1086,64,14,7,2,0,1,0
1205,1086,64,14,0,2,0,0,1
757,1086,64,14,2,2,0,0,0
757,1318,64,14,0,3,0,0,1
138,1318,64,14,1,1,0,0,0
153,1318,64,14,0,2,0,0,1
1191,199,64,14,13,5,1,1,0
1791,1191,14,64,1,1,0,0,0
1791,1203,14,64,0,1,0,0,1
461,1203,14,64,30,18,4,1,1
192,1203,14,64,10,10,1,0,1
461,1191,14,64,6,5,0,1,1
461,757,14,64,20,14,2,0,0
192,757,14,64,2,4,0,0,0
1,152,14,64,18,12,0,2,0
192,152,14,64,7,8,0,0,0
197,152,14,64,12,8,1,0,0
197,1203,14,64,7,4,1,0,0
771,127,14,64,0,3,0,0,1
709,153,14,64,0,1,0,0,0
709,757,14,64,20,11,1,1,1
1086,757,14,64,1,1,0,0,0
1086,1203,14,64,5,3,1,0,1
709,1203,14,64,6,6,0,0,0
1318,1203,14,64,0,1,0,0,0
199,757,14,64,0,1,0,0,0
1318,757,14,64,0,1,0,0,1
329,757,14,64,2,1,0,0,0
118,897,64,14,17,21,3,0,3
118,8,64,14,0,4,0,0,1
152,447,64,14,2,5,0,0,0
152,195,64,14,22,13,1,1,1
152,9,64,14,4,4,0,0,1
1205,9,64,14,3,3,0,0,0
153,8,64,14,14,20,1,0,1
757,9,64,14,13,10,1,0,0
757,897,64,14,7,4,0,1,0
757,447,64,14,0,1,0,0,1
126,197,64,14,7,4,0,1,0
125,197,64,14,0,2,0,0,0
1,1203,14,64,1,2,0,0,0
461,125,14,64,4,4,0,0,0
195,1203,14,64,21,12,3,1,0
195,757,14,64,1,2,0,0,1
197,757,14,64,0,3,0,0,1
771,757,14,64,1,3,0,0,1
771,151,14,64,13,7,2,0,0
771,126,14,64,21,11,1,2,1
461,152,14,64,2,4,0,0,1
709,152,14,64,2,3,0,0,0
771,152,14,64,5,3,1,0,0
771,1203,14,64,8,4,1,0,0
709,126,14,64,9,6,1,0,0
8,757,14,64,12,7,0,1,0
8,1203,14,64,6,4,0,0,0
152,8,64,14,0,1,0,0,0
562,1203,14,64,14,13,1,0,0
197,125,14,64,12,6,1,1,0
562,125,14,64,18,9,2,1,1
163,467,47,28,16,11,0,2,1
1190,467,47,28,52,25,7,3,1
1190,1806,47,28,85,44,4,8,2
163,1806,47,28,33,14,3,2,0
334,1202,47,28,3,8,0,0,1
334,467,47,28,10,14,1,0,1
162,467,47,28,34,18,4,1,1
162,1202,47,28,23,17,2,1,1
162,1806,47,28,10,10,1,0,0
158,1202,47,28,24,30,1,1,0
158,1806,47,28,29,26,2,1,2
167,1806,47,28,6,11,0,0,1
167,374,47,28,9,6,1,0,0
167,270,47,28,14,12,1,0,0
293,1806,47,28,10,8,1,0,0
293,270,47,28,19,12,1,1,0
166,270,47,28,10,6,0,1,0
166,467,47,28,4,6,0,0,1
293,467,47,28,21,13,2,1,2
1788,169,28,47,6,5,1,0,1
1144,1488,28,47,40,31,6,2,4
270,1488,28,47,2,6,0,0,1
1788,167,28,47,5,5,1,0,0
270,167,28,47,0,1,0,0,1
1788,1488,28,47,10,9,1,0,0
187,1488,28,47,13,17,0,1,0
187,166,28,47,10,15,1,0,2
1788,166,28,47,7,3,0,1,0
187,158,28,47,56,47,2,4,1
144,158,28,47,27,22,2,1,1
144,167,28,47,9,6,0,1,0
144,166,28,47,3,4,0,0,0
303,166,28,47,14,13,1,1,1
303,1491,28,47,20,28,2,1,2
1202,166,28,47,1,4,0,0,0
374,1491,28,47,0,2,0,0,1
372,1491,28,47,12,13,2,0,1
1202,158,28,47,1,4,0,0,0
372,158,28,47,1,2,0,0,0
372,1488,28,47,5,7,0,0,0
1202,1488,28,47,11,10,2,0,1
1806,1488,28,47,7,8,0,0,0
1806,167,28,47,1,5,0,0,0
1806,1491,28,47,1,2,0,0,0
334,1806,47,28,13,11,1,1,1
334,374,47,28,14,5,0,2,0
158,374,47,28,19,13,0,2,0
167,1202,47,28,11,9,0,1,0
158,270,47,28,27,23,1,2,3
293,1202,47,28,2,4,0,0,0
167,467,47,28,1,2,0,0,1
166,374,47,28,9,4,2,0,0
293,374,47,28,3,5,0,0,1
169,467,47,28,1,3,0,0,1
1490,467,47,28,1,1,0,0,0
1490,270,47,28,7,3,0,1,1
1488,270,47,28,2,2,0,0,0
755,1488,28,47,52,37,7,2,1
755,166,28,47,28,17,3,1,0
1144,166,28,47,16,14,1,1,0
1144,158,28,47,30,22,3,2,1
755,158,28,47,26,29,3,0,2
755,1490,28,47,13,10,1,1,2
303,158,28,47,40,24,3,3,0
1787,167,28,47,6,5,0,0,0
1787,166,28,47,1,2,0,0,0
144,1488,28,47,56,28,4,4,3
1787,1488,28,47,15,11,2,0,0
1787,158,28,47,9,4,0,1,0
374,1488,28,47,13,8,0,1,0
374,1490,28,47,1,1,0,0,0
1787,1490,28,47,10,5,1,1,1
755,1486,28,47,1,2,0,0,0
1144,1486,28,47,0,4,0,0,0
1144,1490,28,47,24,12,3,1,0
303,1488,28,47,33,23,1,2,2
303,1490,28,47,37,18,2,4,0
334,1207,47,28,19,11,3,0,0
162,1207,47,28,10,12,1,0,0
158,1207,47,28,2,2,0,0,0
1486,270,47,28,17,10,3,0,0
1486,467,47,28,18,10,1,1,0
1486,1202,47,28,3,5,0,0,0
1486,1806,47,28,1,3,0,0,1
1486,1207,47,28,5,5,0,0,0
764,1806,47,28,14,13,2,0,0
764,1202,47,28,3,6,0,0,1
764,270,47,28,14,12,1,0,0
764,467,47,28,17,8,0,2,0
764,1207,47,28,8,6,1,0,0
293,1207,47,28,11,8,2,0,0
55,467,47,28,21,9,1,2,1
55,1207,47,28,7,4,1,0,0
1787,169,28,47,1,1,0,0,0
187,55,28,47,35,10,2,4,0
144,55,28,47,16,8,0,2,1
1144,55,28,47,25,17,3,1,2
270,55,28,47,2,6,0,0,1
270,1490,28,47,1,1,0,0,0
270,1491,28,47,12,6,1,1,0
1202,169,28,47,2,4,0,0,0
1207,1490,28,47,1,2,0,0,0
1806,1490,28,47,1,4,0,0,0
1806,55,28,47,2,2,0,0,0
1207,55,28,47,4,4,1,0,0
1207,1488,28,47,0,1,0,0,1
467,1488,28,47,0,5,0,0,1
1806,1486,28,47,2,3,0,0,0
467,1486,28,47,2,3,0,0,0
1189,467,47,28,12,20,2,0,1
1189,1207,47,28,3,4,0,0,1
334,372,47,28,10,7,1,0,0
1189,372,47,28,1,2,0,0,0
1486,372,47,28,10,5,2,0,0
1486,533,47,28,11,8,0,1,1
1486,374,47,28,2,2,0,0,0
334,144,47,28,6,3,1,0,0
1486,144,47,28,2,3,0,0,0
764,533,47,28,7,5,1,0,0
158,533,47,28,5,2,1,0,0
764,374,47,28,0,1,0,0,1
55,374,47,28,8,6,0,1,1
55,270,47,28,24,19,0,2,1
1490,374,47,28,1,2,0,0,0
1787,55,28,47,0,6,0,0,1
1788,55,28,47,5,6,1,0,1
303,55,28,47,10,5,2,0,0
1207,1491,28,47,1,1,0,0,0
1207,294,28,47,0,1,0,0,1
374,294,28,47,1,4,0,0,1
533,1491,28,47,0,1,0,0,0
467,1491,28,47,0,3,0,0,1
1142,1144,24,28,14,9,0,2,0
190,270,24,28,2,5,0,0,1
1142,270,24,28,14,14,2,0,0
190,467,24,28,12,9,1,1,1
1142,467,24,28,11,9,1,0,0
1142,989,24,28,40,22,2,3,0
190,989,24,28,8,5,1,0,0
1142,533,24,28,20,12,2,1,1
190,533,24,28,1,1,0,0,0
190,374,24,28,4,3,1,0,1
1142,374,24,28,1,6,0,0,2
104,374,24,28,20,14,2,1,1
89,374,24,28,20,15,2,1,1
104,533,24,28,44,22,2,4,0
89,533,24,28,19,17,1,0,0
89,270,24,28,9,7,1,0,0
104,270,24,28,25,15,2,1,1
457,533,24,28,15,8,0,1,0
457,270,24,28,9,5,0,1,0
457,374,24,28,22,15,2,0,1
457,989,24,28,1,2,0,0,1
89,989,24,28,16,8,2,1,0
89,467,24,28,6,4,1,0,1
457,467,24,28,21,6,0,3,1
99,467,24,28,9,9,0,1,0
99,374,24,28,9,8,1,0,1
95,374,24,28,1,1,0,0,0
95,467,24,28,3,2,0,0,0
99,270,24,28,22,6,3,1,0
1144,101,28,24,5,7,1,0,0
1788,101,28,24,11,9,2,0,0
1144,105,28,24,0,5,0,0,1
1788,105,28,24,28,21,3,1,0
187,101,28,24,8,7,1,0,0
1788,95,28,24,19,26,0,1,2
1787,95,28,24,2,8,0,0,0
1787,98,28,24,0,1,0,0,1
1788,98,28,24,7,23,0,0,0
270,95,28,24,2,2,0,0,0
270,100,28,24,25,17,2,1,0
1788,100,28,24,27,18,0,3,0
270,98,28,24,1,1,0,0,0
270,105,28,24,1,1,0,0,0
989,100,28,24,7,4,0,1,0
270,101,28,24,5,3,1,0,1
989,101,28,24,24,17,1,2,0
374,98,28,24,25,10,4,1,0
989,98,28,24,2,4,0,0,1
989,105,28,24,22,11,0,2,0
374,105,28,24,2,3,0,0,1
104,467,24,28,13,9,1,1,1
104,989,24,28,9,8,1,0,0
99,989,24,28,9,6,0,1,0
1846,989,24,28,4,3,1,0,0
187,1846,28,24,0,1,0,0,1
303,1846,28,24,11,13,1,1,0
1787,1846,28,24,0,2,0,0,1
270,1846,28,24,2,4,0,0,1
144,1846,28,24,2,3,0,0,0
989,1846,28,24,0,1,0,0,0
989,95,28,24,3,4,0,0,1
374,101,28,24,1,3,0,0,0
374,95,28,24,8,4,0,1,0
533,105,28,24,8,6,0,1,0
467,105,28,24,8,5,1,0,0
533,101,28,24,1,1,0,0,0
467,101,28,24,4,5,1,0,0
533,100,28,24,1,1,0,0,0
467,100,28,24,11,5,1,1,0
190,1207,24,28,2,4,0,0,0
1142,1207,24,28,3,5,0,0,0
190,1806,24,28,7,5,1,0,0
1142,1806,24,28,3,3,0,0,0
1142,1202,24,28,5,8,0,0,1
190,1202,24,28,6,4,0,1,1
95,1202,24,28,4,2,1,0,1
95,1207,24,28,2,3,0,0,0
95,1806,24,28,7,7,1,0,0
95,989,24,28,20,8,0,3,0
89,1202,24,28,3,7,0,0,0
104,1202,24,28,13,8,0,1,0
104,1806,24,28,21,10,3,1,1
89,1806,24,28,3,3,0,0,0
89,1207,24,28,0,2,0,0,1
457,1207,24,28,5,5,0,0,0
104,1207,24,28,1,2,0,0,0
457,1202,24,28,3,7,0,0,0
457,1806,24,28,4,6,0,0,0
99,1806,24,28,2,3,0,0,1
99,1207,24,28,4,3,0,0,0
1846,374,24,28,3,2,0,0,0
100,374,24,28,6,2,1,0,0
755,1846,28,24,4,4,0,0,0
1788,1846,28,24,10,8,1,0,0
755,100,28,24,8,4,0,1,0
1787,105,28,24,1,2,0,0,0
1787,100,28,24,4,3,1,0,1
1788,99,28,24,3,2,0,0,0
144,99,28,24,8,4,0,1,0
1326,1921,53,103,10,14,0,0,0
1914,1921,53,103,2,8,0,0,2
1326,1261,53,103,7,14,1,0,0
1915,1261,53,103,18,17,2,1,1
1915,1921,53,103,3,7,0,0,0
1327,1918,53,103,12,18,0,0,0
1915,1918,53,103,2,6,0,0,1
1327,1261,53,103,11,14,0,0,1
1915,1920,53,103,6,4,0,0,0
1327,1920,53,103,17,7,0,2,0
1915,1259,53,103,2,4,0,0,0
1327,1259,53,103,11,5,1,1,0
1821,1918,53,103,2,7,0,0,0
1821,1259,53,103,1,3,0,0,0
1821,1920,53,103,1,1,0,0,1
1821,1258,53,103,3,3,0,0,0
1327,1258,53,103,7,6,1,0,1
547,1258,53,103,15,7,1,1,0
1916,1920,53,103,4,6,0,0,0
547,1920,53,103,16,10,1,1,1
1916,1258,53,103,0,1,0,0,1
548,1258,53,103,10,7,2,0,2
659,1258,53,103,15,11,2,0,0
659,1920,53,103,4,3,0,0,0
1917,1329,103,53,32,19,0,4,1
1254,1916,103,53,3,8,0,0,1
